shape,position,space,own,equal,newBody,sameBody,nonThunk,onlyLeft,onlyRight
#independentGaps,118,inputTree,255,247,0,0,6,2,0
#independentGaps,118,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,118,merge,1,0,0,0,1,0,0
#independentGaps,118,mergeSort,1077,851,177,1,0,48,48
#independentGaps,119,inputTree,255,252,0,0,1,2,0
#independentGaps,119,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,119,merge,1,0,0,0,1,0,0
#independentGaps,119,mergeSort,1077,1057,9,3,0,8,0
#independentGaps,120,inputTree,255,249,0,0,4,2,0
#independentGaps,120,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,120,merge,1,0,0,0,1,0,0
#independentGaps,120,mergeSort,1077,1037,28,2,0,10,3
#independentGaps,121,inputTree,255,248,0,0,5,2,0
#independentGaps,121,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,121,merge,1,0,0,0,1,0,0
#independentGaps,121,mergeSort,1077,1029,33,3,0,12,7
#independentGaps,122,inputTree,255,250,0,0,3,2,0
#independentGaps,122,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,122,merge,1,0,0,0,1,0,0
#independentGaps,122,mergeSort,1077,1045,20,2,0,10,1
#independentGaps,123,inputTree,255,250,0,0,3,2,0
#independentGaps,123,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,123,merge,1,0,0,0,1,0,0
#independentGaps,123,mergeSort,1077,1056,12,2,0,7,1
#independentGaps,124,inputTree,255,252,0,0,1,2,0
#independentGaps,124,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,124,merge,1,0,0,0,1,0,0
#independentGaps,124,mergeSort,1077,1056,12,1,0,8,0
#independentGaps,125,inputTree,255,250,0,0,3,2,0
#independentGaps,125,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,125,merge,1,0,0,0,1,0,0
#independentGaps,125,mergeSort,1077,1027,35,1,0,14,6
#independentGaps,126,inputTree,255,250,0,0,3,2,0
#independentGaps,126,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,126,merge,1,0,0,0,1,0,0
#independentGaps,126,mergeSort,1077,1047,21,0,0,9,1
#independentGaps,127,inputTree,255,252,0,0,1,2,0
#independentGaps,127,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,127,merge,1,0,0,0,1,0,0
#independentGaps,127,mergeSort,1077,1058,9,2,0,8,0
#independentGaps,128,inputTree,255,252,0,0,1,2,0
#independentGaps,128,lazyMergeSort,1,1,0,0,0,0,0
#independentGaps,128,merge,1,0,0,0,1,0,0
#independentGaps,128,mergeSort,1077,1059,8,2,0,8,0
