shape,position,space,own,equal,newBody,sameBody,nonThunk,onlyLeft,onlyRight
#levelTree,123,mergeSort,1253,1229,9,4,0,11,0
#levelTree,124,inputTree,255,249,0,0,4,2,0
#levelTree,124,lazyMergeSort,1,1,0,0,0,0,0
#levelTree,124,merge,1,0,0,0,1,0,0
#levelTree,124,mergeSort,1253,1188,38,4,0,23,16
#levelTree,125,inputTree,255,252,0,0,1,2,0
#levelTree,125,lazyMergeSort,1,1,0,0,0,0,0
#levelTree,125,merge,1,0,0,0,1,0,0
#levelTree,125,mergeSort,1253,1231,8,4,0,10,0
#levelTree,126,inputTree,255,249,0,0,4,2,0
#levelTree,126,lazyMergeSort,1,1,0,0,0,0,0
#levelTree,126,merge,1,0,0,0,1,0,0
#levelTree,126,mergeSort,1253,1207,31,3,0,12,4
#levelTree,127,inputTree,255,252,0,0,1,2,0
#levelTree,127,lazyMergeSort,1,1,0,0,0,0,0
#levelTree,127,merge,1,0,0,0,1,0,0
#levelTree,127,mergeSort,1253,1235,7,2,0,9,0
#levelTree,128,inputTree,255,252,0,0,1,2,0
#levelTree,128,lazyMergeSort,1,1,0,0,0,0,0
#levelTree,128,merge,1,0,0,0,1,0,0
#levelTree,128,mergeSort,1253,1229,10,4,0,10,0
#contracted,2,inputTree,255,251,0,0,2,2,0
#contracted,2,lazyMergeSort,1,1,0,0,0,0,0
#contracted,2,merge,1,0,0,0,1,0,0
#contracted,2,mergeSort,1045,997,33,1,0,14,1
#contracted,3,inputTree,255,242,0,0,11,2,0
#contracted,3,lazyMergeSort,1,1,0,0,0,0,0
#contracted,3,merge,1,0,0,0,1,0,0
#contracted,3,mergeSort,1045,754,219,0,0,72,69
#contracted,4,inputTree,255,244,0,0,9,2,0
#contracted,4,lazyMergeSort,1,1,0,0,0,0,0
#contracted,4,merge,1,0,0,0,1,0,0
#contracted,4,mergeSort,1045,760,212,0,0,73,69
#contracted,5,inputTree,255,250,0,0,3,2,0
#contracted,5,lazyMergeSort,1,1,0,0,0,0,0
#contracted,5,merge,1,0,0,0,1,0,0
#contracted,5,mergeSort,1045,1014,23,0,0,8,1
#contracted,6,inputTree,255,245,0,0,8,2,0
#contracted,6,lazyMergeSort,1,1,0,0,0,0,0
#contracted,6,merge,1,0,0,0,1,0,0
#contracted,6,mergeSort,1045,777,219,0,0,49,43
#contracted,7,inputTree,255,250,0,0,3,2,0
#contracted,7,lazyMergeSort,1,1,0,0,0,0,0
#contracted,7,merge,1,0,0,0,1,0,0
#contracted,7,mergeSort,1045,1010,23,2,0,10,1
#contracted,8,inputTree,255,251,0,0,2,2,0
#contracted,8,lazyMergeSort,1,1,0,0,0,0,0
#contracted,8,merge,1,0,0,0,1,0,0
#contracted,8,mergeSort,1045,1022,11,2,0,10,2
#contracted,9,inputTree,255,247,0,0,6,2,0
#contracted,9,lazyMergeSort,1,1,0,0,0,0,0
#contracted,9,merge,1,0,0,0,1,0,0
#contracted,9,mergeSort,1045,975,47,1,0,22,17
#contracted,10,inputTree,255,242,0,0,11,2,0
#contracted,10,lazyMergeSort,1,1,0,0,0,0,0
#contracted,10,merge,1,0,0,0,1,0,0
#contracted,10,mergeSort,1045,745,224,0,0,76,70
#contracted,11,inputTree,255,234,0,0,19,2,0
#contracted,11,lazyMergeSort,1,1,0,0,0,0,0
#contracted,11,merge,1,0,0,0,1,0,0
#contracted,11,mergeSort,1045,306,480,2,0,257,329
#contracted,12,inputTree,255,235,0,0,18,2,0
#contracted,12,lazyMergeSort,1,1,0,0,0,0,0
#contracted,12,merge,1,0,0,0,1,0,0
#contracted,12,mergeSort,1045,307,478,2,0,258,330
#contracted,13,inputTree,255,235,0,0,18,2,0
#contracted,13,lazyMergeSort,1,1,0,0,0,0,0
#contracted,13,merge,1,0,0,0,1,0,0
#contracted,13,mergeSort,1045,306,480,3,0,256,328
#contracted,14,inputTree,255,237,0,0,16,2,0
#contracted,14,lazyMergeSort,1,1,0,0,0,0,0
#contracted,14,merge,1,0,0,0,1,0,0
#contracted,14,mergeSort,1045,310,477,3,0,255,327
#contracted,15,inputTree,255,248,0,0,5,2,0
#contracted,15,lazyMergeSort,1,1,0,0,0,0,0
#contracted,15,merge,1,0,0,0,1,0,0
#contracted,15,mergeSort,1045,1003,25,2,0,15,5
#contracted,16,inputTree,255,248,0,0,5,2,0
#contracted,16,lazyMergeSort,1,1,0,0,0,0,0
#contracted,16,merge,1,0,0,0,1,0,0
#contracted,16,mergeSort,1045,1003,25,3,0,14,4
#contracted,17,inputTree,255,250,0,0,3,2,0
#contracted,17,lazyMergeSort,1,1,0,0,0,0,0
#contracted,17,merge,1,0,0,0,1,0,0
#contracted,17,mergeSort,1045,1007,22,2,0,14,4
#contracted,18,inputTree,255,239,0,0,14,2,0
#contracted,18,lazyMergeSort,1,1,0,0,0,0,0
#contracted,18,merge,1,0,0,0,1,0,0
#contracted,18,mergeSort,1045,329,464,3,0,249,320
#contracted,19,inputTree,255,240,0,0,13,2,0
#contracted,19,lazyMergeSort,1,1,0,0,0,0,0
#contracted,19,merge,1,0,0,0,1,0,0
#contracted,19,mergeSort,1045,328,465,4,0,248,321
#contracted,20,inputTree,255,248,0,0,5,2,0
#contracted,20,lazyMergeSort,1,1,0,0,0,0,0
#contracted,20,merge,1,0,0,0,1,0,0
#contracted,20,mergeSort,1045,849,133,1,0,62,53
#contracted,21,inputTree,255,250,0,0,3,2,0
#contracted,21,lazyMergeSort,1,1,0,0,0,0,0
#contracted,21,merge,1,0,0,0,1,0,0
#contracted,21,mergeSort,1045,1016,16,3,0,10,1
#contracted,22,inputTree,255,251,0,0,2,2,0
#contracted,22,lazyMergeSort,1,1,0,0,0,0,0
#contracted,22,merge,1,0,0,0,1,0,0
#contracted,22,mergeSort,1045,1020,12,2,0,11,2
#contracted,23,inputTree,255,241,0,0,12,2,0
#contracted,23,lazyMergeSort,1,1,0,0,0,0,0
#contracted,23,merge,1,1,0,0,0,0,0
#contracted,23,mergeSort,1045,406,504,0,0,135,133
#contracted,24,inputTree,255,243,0,0,10,2,0
#contracted,24,lazyMergeSort,1,1,0,0,0,0,0
#contracted,24,merge,1,1,0,0,0,0,0
#contracted,24,mergeSort,1045,410,501,0,0,134,132
#contracted,25,inputTree,255,240,0,0,13,2,0
#contracted,25,lazyMergeSort,1,1,0,0,0,0,0
#contracted,25,merge,1,0,0,0,1,0,0
#contracted,25,mergeSort,1045,331,503,0,0,211,277
#contracted,26,inputTree,255,240,0,0,13,2,0
#contracted,26,lazyMergeSort,1,1,0,0,0,0,0
#contracted,26,merge,1,0,0,0,1,0,0
#contracted,26,mergeSort,1045,334,491,0,0,220,287
#contracted,27,inputTree,255,248,0,0,5,2,0
#contracted,27,lazyMergeSort,1,1,0,0,0,0,0
#contracted,27,merge,1,0,0,0,1,0,0
#contracted,27,mergeSort,1045,1002,29,1,0,13,3
#contracted,28,inputTree,255,249,0,0,4,2,0
#contracted,28,lazyMergeSort,1,1,0,0,0,0,0
#contracted,28,merge,1,0,0,0,1,0,0
#contracted,28,mergeSort,1045,1009,22,2,0,12,3
#contracted,29,inputTree,255,250,0,0,3,2,0
#contracted,29,lazyMergeSort,1,1,0,0,0,0,0
#contracted,29,merge,1,0,0,0,1,0,0
#contracted,29,mergeSort,1045,1019,13,2,0,11,0
#contracted,30,inputTree,255,251,0,0,2,2,0
#contracted,30,lazyMergeSort,1,1,0,0,0,0,0
#contracted,30,merge,1,0,0,0,1,0,0
#contracted,30,mergeSort,1045,1013,21,1,0,10,0
#contracted,31,inputTree,255,243,0,0,10,2,0
#contracted,31,lazyMergeSort,1,1,0,0,0,0,0
#contracted,31,merge,1,0,0,0,1,0,0
#contracted,31,mergeSort,1045,900,94,1,0,50,41
#contracted,32,inputTree,255,245,0,0,8,2,0
#contracted,32,lazyMergeSort,1,1,0,0,0,0,0
#contracted,32,merge,1,0,0,0,1,0,0
#contracted,32,mergeSort,1045,911,85,0,0,49,40
#contracted,33,inputTree,255,239,0,0,14,2,0
#contracted,33,lazyMergeSort,1,1,0,0,0,0,0
#contracted,33,merge,1,0,0,0,1,0,0
#contracted,33,mergeSort,1045,338,480,1,0,226,289
#contracted,34,inputTree,255,240,0,0,13,2,0
#contracted,34,lazyMergeSort,1,1,0,0,0,0,0
#contracted,34,merge,1,0,0,0,1,0,0
#contracted,34,mergeSort,1045,340,478,0,0,227,289
#contracted,35,inputTree,255,241,0,0,12,2,0
#contracted,35,lazyMergeSort,1,1,0,0,0,0,0
#contracted,35,merge,1,0,0,0,1,0,0
#contracted,35,mergeSort,1045,339,480,0,0,226,288
#contracted,36,inputTree,255,245,0,0,8,2,0
#contracted,36,lazyMergeSort,1,1,0,0,0,0,0
#contracted,36,merge,1,0,0,0,1,0,0
#contracted,36,mergeSort,1045,903,95,0,0,47,38
#contracted,37,inputTree,255,247,0,0,6,2,0
#contracted,37,lazyMergeSort,1,1,0,0,0,0,0
#contracted,37,merge,1,0,0,0,1,0,0
#contracted,37,mergeSort,1045,994,35,2,0,14,4
#contracted,38,inputTree,255,248,0,0,5,2,0
#contracted,38,lazyMergeSort,1,1,0,0,0,0,0
#contracted,38,merge,1,0,0,0,1,0,0
#contracted,38,mergeSort,1045,1001,29,1,0,14,3
#contracted,39,inputTree,255,250,0,0,3,2,0
#contracted,39,lazyMergeSort,1,1,0,0,0,0,0
#contracted,39,merge,1,0,0,0,1,0,0
#contracted,39,mergeSort,1045,1019,11,4,0,11,0
#contracted,40,inputTree,255,251,0,0,2,2,0
#contracted,40,lazyMergeSort,1,1,0,0,0,0,0
#contracted,40,merge,1,0,0,0,1,0,0
#contracted,40,mergeSort,1045,1021,11,3,0,10,0
#contracted,41,inputTree,255,247,0,0,6,2,0
#contracted,41,lazyMergeSort,1,1,0,0,0,0,0
#contracted,41,merge,1,0,0,0,1,0,0
#contracted,41,mergeSort,1045,943,73,3,0,26,15
#contracted,42,inputTree,255,249,0,0,4,2,0
#contracted,42,lazyMergeSort,1,1,0,0,0,0,0
#contracted,42,merge,1,0,0,0,1,0,0
#contracted,42,mergeSort,1045,953,67,1,0,24,13
#contracted,43,inputTree,255,243,0,0,10,2,0
#contracted,43,lazyMergeSort,1,1,0,0,0,0,0
#contracted,43,merge,1,0,0,0,1,0,0
#contracted,43,mergeSort,1045,422,454,3,0,166,170
#contracted,44,inputTree,255,250,0,0,3,2,0
#contracted,44,lazyMergeSort,1,1,0,0,0,0,0
#contracted,44,merge,1,0,0,0,1,0,0
#contracted,44,mergeSort,1045,1016,14,3,0,12,0
#contracted,45,inputTree,255,251,0,0,2,2,0
#contracted,45,lazyMergeSort,1,1,0,0,0,0,0
#contracted,45,merge,1,0,0,0,1,0,0
#contracted,45,mergeSort,1045,1015,16,2,0,12,1
#contracted,46,inputTree,255,248,0,0,5,2,0
#contracted,46,lazyMergeSort,1,1,0,0,0,0,0
#contracted,46,merge,1,0,0,0,1,0,0
#contracted,46,mergeSort,1045,1000,28,1,0,16,7
#contracted,47,inputTree,255,249,0,0,4,2,0
#contracted,47,lazyMergeSort,1,1,0,0,0,0,0
#contracted,47,merge,1,0,0,0,1,0,0
#contracted,47,mergeSort,1045,1001,25,4,0,15,6
#contracted,48,inputTree,255,251,0,0,2,2,0
#contracted,48,lazyMergeSort,1,1,0,0,0,0,0
#contracted,48,merge,1,0,0,0,1,0,0
#contracted,48,mergeSort,1045,1011,19,1,0,14,5
#contracted,49,inputTree,255,245,0,0,8,2,0
#contracted,49,lazyMergeSort,1,1,0,0,0,0,0
#contracted,49,merge,1,0,0,0,1,0,0
#contracted,49,mergeSort,1045,573,331,5,0,136,132
#contracted,50,inputTree,255,247,0,0,6,2,0
#contracted,50,lazyMergeSort,1,1,0,0,0,0,0
#contracted,50,merge,1,0,0,0,1,0,0
#contracted,50,mergeSort,1045,580,322,7,0,136,133
#contracted,51,inputTree,255,247,0,0,6,2,0
#contracted,51,lazyMergeSort,1,1,0,0,0,0,0
#contracted,51,merge,1,0,0,0,1,0,0
#contracted,51,mergeSort,1045,1005,23,3,0,14,5
#contracted,52,inputTree,255,248,0,0,5,2,0
#contracted,52,lazyMergeSort,1,1,0,0,0,0,0
#contracted,52,merge,1,0,0,0,1,0,0
#contracted,52,mergeSort,1045,1001,27,2,0,15,7
#contracted,53,inputTree,255,248,0,0,5,2,0
#contracted,53,lazyMergeSort,1,1,0,0,0,0,0
#contracted,53,merge,1,0,0,0,1,0,0
#contracted,53,mergeSort,1045,1001,30,1,0,13,5
#contracted,54,inputTree,255,250,0,0,3,2,0
#contracted,54,lazyMergeSort,1,1,0,0,0,0,0
#contracted,54,merge,1,0,0,0,1,0,0
#contracted,54,mergeSort,1045,1012,14,5,0,14,4
#contracted,55,inputTree,255,241,0,0,12,2,0
#contracted,55,lazyMergeSort,1,1,0,0,0,0,0
#contracted,55,merge,1,0,0,0,1,0,0
#contracted,55,mergeSort,1045,416,407,7,0,215,290
#contracted,56,inputTree,255,242,0,0,11,2,0
#contracted,56,lazyMergeSort,1,1,0,0,0,0,0
#contracted,56,merge,1,0,0,0,1,0,0
#contracted,56,mergeSort,1045,419,405,5,0,216,290
#contracted,57,inputTree,255,243,0,0,10,2,0
#contracted,57,lazyMergeSort,1,1,0,0,0,0,0
#contracted,57,merge,1,0,0,0,1,0,0
#contracted,57,mergeSort,1045,480,370,0,0,195,258
#contracted,58,inputTree,255,248,0,0,5,2,0
#contracted,58,lazyMergeSort,1,1,0,0,0,0,0
#contracted,58,merge,1,0,0,0,1,0,0
#contracted,58,mergeSort,1045,1005,29,0,0,11,4
#contracted,59,inputTree,255,249,0,0,4,2,0
#contracted,59,lazyMergeSort,1,1,0,0,0,0,0
#contracted,59,merge,1,0,0,0,1,0,0
#contracted,59,mergeSort,1045,1001,31,1,0,12,4
#contracted,60,inputTree,255,249,0,0,4,2,0
#contracted,60,lazyMergeSort,1,1,0,0,0,0,0
#contracted,60,merge,1,0,0,0,1,0,0
#contracted,60,mergeSort,1045,1010,20,3,0,12,3
#contracted,61,inputTree,255,251,0,0,2,2,0
#contracted,61,lazyMergeSort,1,1,0,0,0,0,0
#contracted,61,merge,1,0,0,0,1,0,0
#contracted,61,mergeSort,1045,1014,17,2,0,12,3
#contracted,62,inputTree,255,248,0,0,5,2,0
#contracted,62,lazyMergeSort,1,1,0,0,0,0,0
#contracted,62,merge,1,0,0,0,1,0,0
#contracted,62,mergeSort,1045,974,43,3,0,25,13
#contracted,63,inputTree,255,250,0,0,3,2,0
#contracted,63,lazyMergeSort,1,1,0,0,0,0,0
#contracted,63,merge,1,0,0,0,1,0,0
#contracted,63,mergeSort,1045,983,37,2,0,23,13
#contracted,64,inputTree,255,251,0,0,2,2,0
#contracted,64,lazyMergeSort,1,1,0,0,0,0,0
#contracted,64,merge,1,0,0,0,1,0,0
#contracted,64,mergeSort,1045,1022,10,4,0,9,1
#contracted,65,inputTree,255,248,0,0,5,2,0
#contracted,65,lazyMergeSort,1,1,0,0,0,0,0
#contracted,65,merge,1,0,0,0,1,0,0
#contracted,65,mergeSort,1045,1006,30,0,0,9,1
#contracted,66,inputTree,255,250,0,0,3,2,0
#contracted,66,lazyMergeSort,1,1,0,0,0,0,0
#contracted,66,merge,1,0,0,0,1,0,0
#contracted,66,mergeSort,1045,1012,20,2,0,11,1
#contracted,67,inputTree,255,250,0,0,3,2,0
#contracted,67,lazyMergeSort,1,1,0,0,0,0,0
#contracted,67,merge,1,0,0,0,1,0,0
#contracted,67,mergeSort,1045,1004,25,1,0,15,4
#contracted,68,inputTree,255,251,0,0,2,2,0
#contracted,68,lazyMergeSort,1,1,0,0,0,0,0
#contracted,68,merge,1,0,0,0,1,0,0
#contracted,68,mergeSort,1045,1014,12,6,0,13,1
#contracted,69,inputTree,255,245,0,0,8,2,0
#contracted,69,lazyMergeSort,1,1,0,0,0,0,0
#contracted,69,merge,1,0,0,0,1,0,0
#contracted,69,mergeSort,1045,916,87,3,0,39,28
#contracted,70,inputTree,255,247,0,0,6,2,0
#contracted,70,lazyMergeSort,1,1,0,0,0,0,0
#contracted,70,merge,1,0,0,0,1,0,0
#contracted,70,mergeSort,1045,924,80,3,0,38,27
#contracted,71,inputTree,255,248,0,0,5,2,0
#contracted,71,lazyMergeSort,1,1,0,0,0,0,0
#contracted,71,merge,1,0,0,0,1,0,0
#contracted,71,mergeSort,1045,930,74,4,0,37,27
#contracted,72,inputTree,255,250,0,0,3,2,0
#contracted,72,lazyMergeSort,1,1,0,0,0,0,0
#contracted,72,merge,1,0,0,0,1,0,0
#contracted,72,mergeSort,1045,942,66,2,0,35,26
#contracted,73,inputTree,255,250,0,0,3,2,0
#contracted,73,lazyMergeSort,1,1,0,0,0,0,0
#contracted,73,merge,1,0,0,0,1,0,0
#contracted,73,mergeSort,1045,1016,17,2,0,10,2
#contracted,74,inputTree,255,241,0,0,12,2,0
#contracted,74,lazyMergeSort,1,1,0,0,0,0,0
#contracted,74,merge,1,0,0,0,1,0,0
#contracted,74,mergeSort,1045,813,149,3,0,80,75
#contracted,75,inputTree,255,242,0,0,11,2,0
#contracted,75,lazyMergeSort,1,1,0,0,0,0,0
#contracted,75,merge,1,0,0,0,1,0,0
#contracted,75,mergeSort,1045,815,145,3,0,82,76
#contracted,76,inputTree,255,243,0,0,10,2,0
#contracted,76,lazyMergeSort,1,1,0,0,0,0,0
#contracted,76,merge,1,0,0,0,1,0,0
#contracted,76,mergeSort,1045,819,143,3,0,80,75
#contracted,77,inputTree,255,245,0,0,8,2,0
#contracted,77,lazyMergeSort,1,1,0,0,0,0,0
#contracted,77,merge,1,0,0,0,1,0,0
#contracted,77,mergeSort,1045,827,136,3,0,79,74
#contracted,78,inputTree,255,246,0,0,7,2,0
#contracted,78,lazyMergeSort,1,1,0,0,0,0,0
#contracted,78,merge,1,0,0,0,1,0,0
#contracted,78,mergeSort,1045,852,119,5,0,69,64
#contracted,79,inputTree,255,250,0,0,3,2,0
#contracted,79,lazyMergeSort,1,1,0,0,0,0,0
#contracted,79,merge,1,0,0,0,1,0,0
#contracted,79,mergeSort,1045,1005,28,0,0,12,2
#contracted,80,inputTree,255,245,0,0,8,2,0
#contracted,80,lazyMergeSort,1,1,0,0,0,0,0
#contracted,80,merge,1,0,0,0,1,0,0
#contracted,80,mergeSort,1045,845,120,6,0,74,66
#contracted,81,inputTree,255,246,0,0,7,2,0
#contracted,81,lazyMergeSort,1,1,0,0,0,0,0
#contracted,81,merge,1,0,0,0,1,0,0
#contracted,81,mergeSort,1045,845,122,6,0,72,67
#contracted,82,inputTree,255,249,0,0,4,2,0
#contracted,82,lazyMergeSort,1,1,0,0,0,0,0
#contracted,82,merge,1,0,0,0,1,0,0
#contracted,82,mergeSort,1045,1010,19,3,0,13,4
#contracted,83,inputTree,255,250,0,0,3,2,0
#contracted,83,lazyMergeSort,1,1,0,0,0,0,0
#contracted,83,merge,1,0,0,0,1,0,0
#contracted,83,mergeSort,1045,1019,12,4,0,10,1
#contracted,84,inputTree,255,251,0,0,2,2,0
#contracted,84,lazyMergeSort,1,1,0,0,0,0,0
#contracted,84,merge,1,0,0,0,1,0,0
#contracted,84,mergeSort,1045,1023,8,3,0,11,1
#contracted,85,inputTree,255,244,0,0,9,2,0
#contracted,85,lazyMergeSort,1,1,0,0,0,0,0
#contracted,85,merge,1,0,0,0,1,0,0
#contracted,85,mergeSort,1045,831,130,3,0,81,70
#contracted,86,inputTree,255,246,0,0,7,2,0
#contracted,86,lazyMergeSort,1,1,0,0,0,0,0
#contracted,86,merge,1,0,0,0,1,0,0
#contracted,86,mergeSort,1045,848,118,2,0,77,65
#contracted,87,inputTree,255,247,0,0,6,2,0
#contracted,87,lazyMergeSort,1,1,0,0,0,0,0
#contracted,87,merge,1,0,0,0,1,0,0
#contracted,87,mergeSort,1045,977,41,3,0,24,12
#contracted,88,inputTree,255,248,0,0,5,2,0
#contracted,88,lazyMergeSort,1,1,0,0,0,0,0
#contracted,88,merge,1,0,0,0,1,0,0
#contracted,88,mergeSort,1045,975,46,1,0,23,12
#contracted,89,inputTree,255,249,0,0,4,2,0
#contracted,89,lazyMergeSort,1,1,0,0,0,0,0
#contracted,89,merge,1,0,0,0,1,0,0
#contracted,89,mergeSort,1045,981,37,3,0,24,13
#contracted,90,inputTree,255,240,0,0,13,2,0
#contracted,90,lazyMergeSort,1,1,0,0,0,0,0
#contracted,90,merge,1,0,0,0,1,0,0
#contracted,90,mergeSort,1045,920,75,4,0,46,34
#contracted,91,inputTree,255,240,0,0,13,2,0
#contracted,91,lazyMergeSort,1,1,0,0,0,0,0
#contracted,91,merge,1,0,0,0,1,0,0
#contracted,91,mergeSort,1045,919,78,3,0,45,33
#contracted,92,inputTree,255,242,0,0,11,2,0
#contracted,92,lazyMergeSort,1,1,0,0,0,0,0
#contracted,92,merge,1,0,0,0,1,0,0
#contracted,92,mergeSort,1045,924,72,3,0,46,31
#contracted,93,inputTree,255,243,0,0,10,2,0
#contracted,93,lazyMergeSort,1,1,0,0,0,0,0
#contracted,93,merge,1,0,0,0,1,0,0
#contracted,93,mergeSort,1045,931,70,5,0,39,27
#contracted,94,inputTree,255,244,0,0,9,2,0
#contracted,94,lazyMergeSort,1,1,0,0,0,0,0
#contracted,94,merge,1,0,0,0,1,0,0
#contracted,94,mergeSort,1045,876,109,5,0,55,34
#contracted,95,inputTree,255,237,0,0,16,2,0
#contracted,95,lazyMergeSort,1,1,0,0,0,0,0
#contracted,95,merge,1,0,0,0,1,0,0
#contracted,95,mergeSort,1045,669,248,3,0,125,91
#contracted,96,inputTree,255,238,0,0,15,2,0
#contracted,96,lazyMergeSort,1,1,0,0,0,0,0
#contracted,96,merge,1,0,0,0,1,0,0
#contracted,96,mergeSort,1045,672,247,2,0,124,90
#contracted,97,inputTree,255,239,0,0,14,2,0
#contracted,97,lazyMergeSort,1,1,0,0,0,0,0
#contracted,97,merge,1,0,0,0,1,0,0
#contracted,97,mergeSort,1045,675,242,3,0,125,92
#contracted,98,inputTree,255,240,0,0,13,2,0
#contracted,98,lazyMergeSort,1,1,0,0,0,0,0
#contracted,98,merge,1,0,0,0,1,0,0
#contracted,98,mergeSort,1045,683,239,2,0,121,89
#contracted,99,inputTree,255,242,0,0,11,2,0
#contracted,99,lazyMergeSort,1,1,0,0,0,0,0
#contracted,99,merge,1,0,0,0,1,0,0
#contracted,99,mergeSort,1045,698,228,0,0,119,87
#contracted,100,inputTree,255,246,0,0,7,2,0
#contracted,100,lazyMergeSort,1,1,0,0,0,0,0
#contracted,100,merge,1,0,0,0,1,0,0
#contracted,100,mergeSort,1045,980,44,3,0,18,10
#contracted,101,inputTree,255,246,0,0,7,2,0
#contracted,101,lazyMergeSort,1,1,0,0,0,0,0
#contracted,101,merge,1,0,0,0,1,0,0
#contracted,101,mergeSort,1045,980,45,2,0,18,10
#contracted,102,inputTree,255,248,0,0,5,2,0
#contracted,102,lazyMergeSort,1,1,0,0,0,0,0
#contracted,102,merge,1,0,0,0,1,0,0
#contracted,102,mergeSort,1045,987,39,1,0,18,10
#contracted,103,inputTree,255,247,0,0,6,2,0
#contracted,103,lazyMergeSort,1,1,0,0,0,0,0
#contracted,103,merge,1,0,0,0,1,0,0
#contracted,103,mergeSort,1045,988,39,2,0,16,11
#contracted,104,inputTree,255,249,0,0,4,2,0
#contracted,104,lazyMergeSort,1,1,0,0,0,0,0
#contracted,104,merge,1,0,0,0,1,0,0
#contracted,104,mergeSort,1045,996,28,5,0,16,8
#contracted,105,inputTree,255,238,0,0,15,2,0
#contracted,105,lazyMergeSort,1,1,0,0,0,0,0
#contracted,105,merge,1,0,0,0,1,0,0
#contracted,105,mergeSort,1045,686,247,1,0,111,76
#contracted,106,inputTree,255,239,0,0,14,2,0
#contracted,106,lazyMergeSort,1,1,0,0,0,0,0
#contracted,106,merge,1,0,0,0,1,0,0
#contracted,106,mergeSort,1045,698,233,2,0,112,77
#contracted,107,inputTree,255,239,0,0,14,2,0
#contracted,107,lazyMergeSort,1,1,0,0,0,0,0
#contracted,107,merge,1,0,0,0,1,0,0
#contracted,107,mergeSort,1045,698,234,2,0,111,76
#contracted,108,inputTree,255,241,0,0,12,2,0
#contracted,108,lazyMergeSort,1,1,0,0,0,0,0
#contracted,108,merge,1,0,0,0,1,0,0
#contracted,108,mergeSort,1045,704,229,1,0,111,76
#contracted,109,inputTree,255,243,0,0,10,2,0
#contracted,109,lazyMergeSort,1,1,0,0,0,0,0
#contracted,109,merge,1,0,0,0,1,0,0
#contracted,109,mergeSort,1045,719,232,0,0,94,100
#contracted,110,inputTree,255,245,0,0,8,2,0
#contracted,110,lazyMergeSort,1,1,0,0,0,0,0
#contracted,110,merge,1,0,0,0,1,0,0
#contracted,110,mergeSort,1045,734,219,0,0,92,98
#contracted,111,inputTree,255,244,0,0,9,2,0
#contracted,111,lazyMergeSort,1,1,0,0,0,0,0
#contracted,111,merge,1,0,0,0,1,0,0
#contracted,111,mergeSort,1045,791,177,1,0,76,68
#contracted,112,inputTree,255,245,0,0,8,2,0
#contracted,112,lazyMergeSort,1,1,0,0,0,0,0
#contracted,112,merge,1,0,0,0,1,0,0
#contracted,112,mergeSort,1045,793,176,0,0,76,68
#contracted,113,inputTree,255,246,0,0,7,2,0
#contracted,113,lazyMergeSort,1,1,0,0,0,0,0
#contracted,113,merge,1,0,0,0,1,0,0
#contracted,113,mergeSort,1045,797,171,1,0,76,69
#contracted,114,inputTree,255,244,0,0,9,2,0
#contracted,114,lazyMergeSort,1,1,0,0,0,0,0
#contracted,114,merge,1,0,0,0,1,0,0
#contracted,114,mergeSort,1045,782,180,1,0,82,72
#contracted,115,inputTree,255,245,0,0,8,2,0
#contracted,115,lazyMergeSort,1,1,0,0,0,0,0
#contracted,115,merge,1,0,0,0,1,0,0
#contracted,115,mergeSort,1045,801,165,1,0,78,69
#contracted,116,inputTree,255,247,0,0,6,2,0
#contracted,116,lazyMergeSort,1,1,0,0,0,0,0
#contracted,116,merge,1,0,0,0,1,0,0
#contracted,116,mergeSort,1045,811,156,0,0,78,69
#contracted,117,inputTree,255,248,0,0,5,2,0
#contracted,117,lazyMergeSort,1,1,0,0,0,0,0
#contracted,117,merge,1,0,0,0,1,0,0
#contracted,117,mergeSort,1045,819,153,0,0,73,64
#contracted,118,inputTree,255,250,0,0,3,2,0
#contracted,118,lazyMergeSort,1,1,0,0,0,0,0
#contracted,118,merge,1,0,0,0,1,0,0
#contracted,118,mergeSort,1045,847,127,0,0,71,62
#contracted,119,inputTree,255,250,0,0,3,2,0
#contracted,119,lazyMergeSort,1,1,0,0,0,0,0
#contracted,119,merge,1,0,0,0,1,0,0
#contracted,119,mergeSort,1045,1009,22,2,0,12,3
#contracted,120,inputTree,255,248,0,0,5,2,0
#contracted,120,lazyMergeSort,1,1,0,0,0,0,0
#contracted,120,merge,1,0,0,0,1,0,0
#contracted,120,mergeSort,1045,988,46,1,0,10,1
#contracted,121,inputTree,255,249,0,0,4,2,0
#contracted,121,lazyMergeSort,1,1,0,0,0,0,0
#contracted,121,merge,1,0,0,0,1,0,0
#contracted,121,mergeSort,1045,978,56,1,0,10,1
#contracted,122,inputTree,255,248,0,0,5,2,0
#contracted,122,lazyMergeSort,1,1,0,0,0,0,0
#contracted,122,merge,1,0,0,0,1,0,0
#contracted,122,mergeSort,1045,945,83,1,0,16,7
#contracted,123,inputTree,255,247,0,0,6,2,0
#contracted,123,lazyMergeSort,1,1,0,0,0,0,0
#contracted,123,merge,1,0,0,0,1,0,0
#contracted,123,mergeSort,1045,944,83,2,0,16,11
#contracted,124,inputTree,255,248,0,0,5,2,0
#contracted,124,lazyMergeSort,1,1,0,0,0,0,0
#contracted,124,merge,1,0,0,0,1,0,0
#contracted,124,mergeSort,1045,943,81,3,0,18,11
#contracted,125,inputTree,255,250,0,0,3,2,0
