size,algorithm,position,own,equal,notEqual,newBody,sameBody,nonThunk,onlyLeft,onlyRight,redone,garbage
128,lazy-pathwise/level-tree,59,1510,1464,27,21,3,3,19,3,27,19
128,lazy-pathwise/level-tree,60,1510,1467,22,12,7,3,21,3,22,21
128,lazy-pathwise/level-tree,61,1510,1467,22,10,9,3,21,3,22,21
128,lazy-pathwise/level-tree,62,1510,1477,19,13,4,2,14,0,17,14
128,lazy-pathwise/level-tree,63,1510,1472,20,8,10,2,18,1,19,18
128,lazy-pathwise/level-tree,64,1510,1376,55,46,3,6,79,61,110,79
128,lazy-pathwise/level-tree,65,1510,1475,23,19,2,2,12,0,21,12
128,lazy-pathwise/level-tree,66,1510,1467,28,20,6,2,15,1,27,15
128,lazy-pathwise/level-tree,67,1510,1301,62,56,4,2,147,122,182,147
128,lazy-pathwise/level-tree,68,1510,917,162,153,3,6,431,400,556,431
128,lazy-pathwise/level-tree,69,1510,1469,29,24,3,2,12,0,27,12
128,lazy-pathwise/level-tree,70,1510,1452,44,36,4,4,14,2,42,14
128,lazy-pathwise/level-tree,71,1510,1484,14,9,3,2,12,0,12,12
128,lazy-pathwise/level-tree,72,1510,1483,14,6,6,2,13,1,13,13
128,lazy-pathwise/level-tree,73,1510,1449,44,37,2,5,17,5,44,17
128,lazy-pathwise/level-tree,74,1510,1486,13,7,4,2,11,0,11,11
128,lazy-pathwise/level-tree,75,1510,1480,17,9,6,2,13,1,16,13
128,lazy-pathwise/level-tree,76,1510,1444,38,32,2,4,28,16,50,28
128,lazy-pathwise/level-tree,77,1510,1463,30,23,4,3,17,4,31,17
128,lazy-pathwise/level-tree,78,1510,1476,17,8,6,3,17,4,18,17
128,lazy-pathwise/level-tree,79,1510,1423,58,56,0,2,29,0,56,29
128,lazy-pathwise/level-tree,80,1510,1480,18,12,4,2,12,0,16,12
128,lazy-pathwise/level-tree,81,1510,755,266,258,2,6,489,433,693,489
128,lazy-pathwise/level-tree,82,1510,1492,10,6,2,2,8,0,8,8
128,lazy-pathwise/level-tree,83,1510,1480,16,11,2,3,14,4,17,14
128,lazy-pathwise/level-tree,84,1510,1457,43,38,3,2,10,0,41,10
128,lazy-pathwise/level-tree,85,1510,1478,22,17,3,2,10,0,20,10
128,lazy-pathwise/level-tree,86,1510,419,479,471,1,7,612,664,1136,612
128,lazy-pathwise/level-tree,87,1510,1484,15,9,3,3,11,0,12,11
128,lazy-pathwise/level-tree,88,1510,1484,15,11,2,2,11,0,13,11
128,lazy-pathwise/level-tree,89,1510,1461,28,22,3,3,21,10,35,21
128,lazy-pathwise/level-tree,90,1510,1484,15,7,5,3,11,0,12,11
128,lazy-pathwise/level-tree,91,1510,1484,15,10,3,2,11,0,13,11
128,lazy-pathwise/level-tree,92,1510,1467,26,21,1,4,17,4,26,17
128,lazy-pathwise/level-tree,93,1510,1489,10,4,4,2,11,0,8,11
128,lazy-pathwise/level-tree,94,1510,1392,62,56,2,4,56,47,105,56
128,lazy-pathwise/level-tree,95,1510,1479,16,10,3,3,15,3,16,15
128,lazy-pathwise/level-tree,96,1510,1479,16,11,3,2,15,0,14,15
128,lazy-pathwise/level-tree,97,1510,1477,21,14,5,2,12,1,20,12
128,lazy-pathwise/level-tree,98,1510,1453,29,21,3,5,28,16,40,28
128,lazy-pathwise/level-tree,99,1510,1478,21,17,2,2,11,0,19,11
128,lazy-pathwise/level-tree,100,1510,1464,21,12,4,5,25,15,31,25
128,lazy-pathwise/level-tree,101,1510,1475,21,13,5,3,14,0,18,14
128,lazy-pathwise/level-tree,102,1510,1478,18,10,5,3,14,0,15,14
128,lazy-pathwise/level-tree,103,1510,1481,15,7,6,2,14,0,13,14
128,lazy-pathwise/level-tree,104,1510,1467,21,17,2,2,22,7,26,22
128,lazy-pathwise/level-tree,105,1510,1321,92,83,1,8,97,85,169,97
128,lazy-pathwise/level-tree,106,1510,1478,21,14,5,2,11,0,19,11
128,lazy-pathwise/level-tree,107,1510,1486,14,10,2,2,10,0,12,10
128,lazy-pathwise/level-tree,108,1510,1476,23,19,2,2,11,1,22,11
128,lazy-pathwise/level-tree,109,1510,1353,73,66,2,5,84,61,129,84
128,lazy-pathwise/level-tree,110,1510,1482,18,13,3,2,10,0,16,10
128,lazy-pathwise/level-tree,111,1510,1471,27,20,3,4,12,2,25,12
128,lazy-pathwise/level-tree,112,1510,1488,11,5,4,2,11,0,9,11
128,lazy-pathwise/level-tree,113,1510,1388,47,38,4,5,75,67,109,75
128,lazy-pathwise/level-tree,114,1510,1469,22,18,1,3,19,8,27,19
128,lazy-pathwise/level-tree,115,1510,1478,17,6,8,3,15,0,14,15
128,lazy-pathwise/level-tree,116,1510,1478,17,9,6,2,15,0,15,15
128,lazy-pathwise/level-tree,117,1510,1474,19,12,5,2,17,3,20,17
128,lazy-pathwise/level-tree,118,1510,1454,28,21,3,4,28,13,37,28
128,lazy-pathwise/level-tree,119,1510,1483,14,7,5,2,13,0,12,13
128,lazy-pathwise/level-tree,120,1510,1468,25,18,4,3,17,5,27,17
128,lazy-pathwise/level-tree,121,1510,1476,18,10,5,3,16,4,19,16
128,lazy-pathwise/level-tree,122,1510,1482,16,11,3,2,12,0,14,12
128,lazy-pathwise/level-tree,123,1510,1482,15,8,5,2,13,0,13,13
128,lazy-pathwise/level-tree,124,1510,1450,42,32,5,5,18,9,46,18
128,lazy-pathwise/level-tree,125,1510,1484,14,8,4,2,12,0,12,12
128,lazy-pathwise/level-tree,126,1510,1462,33,25,3,5,15,5,33,15
128,lazy-pathwise/level-tree,127,1510,1488,11,7,2,2,11,0,9,11
128,lazy-pathwise/level-tree,128,1510,1485,13,6,5,2,12,0,11,12
128,lazy-pathwise/contracted,2,1302,1258,29,25,1,3,15,0,26,15
128,lazy-pathwise/contracted,3,1302,1071,127,110,5,12,104,99,214,104
128,lazy-pathwise/contracted,4,1302,1087,112,96,6,10,103,97,199,103
128,lazy-pathwise/contracted,5,1302,1260,27,21,2,4,15,6,29,15
128,lazy-pathwise/contracted,6,1302,920,185,176,0,9,197,189,365,197
128,lazy-pathwise/contracted,7,1302,1268,22,16,2,4,12,1,19,12
128,lazy-pathwise/contracted,8,1302,1278,14,9,2,3,10,0,11,10
128,lazy-pathwise/contracted,9,1302,1222,51,42,2,7,29,22,66,29
128,lazy-pathwise/contracted,10,1302,915,180,168,0,12,207,199,367,207
128,lazy-pathwise/contracted,11,1302,245,311,289,2,20,746,816,1107,746
128,lazy-pathwise/contracted,12,1302,246,310,288,3,19,746,816,1107,746
128,lazy-pathwise/contracted,13,1302,246,310,288,3,19,746,816,1107,746
128,lazy-pathwise/contracted,14,1302,248,309,289,3,17,745,815,1107,745
128,lazy-pathwise/contracted,15,1302,1265,23,15,2,6,14,2,19,14
128,lazy-pathwise/contracted,16,1302,1264,25,14,5,6,13,1,20,13
128,lazy-pathwise/contracted,17,1302,1271,19,13,2,4,12,0,15,12
128,lazy-pathwise/contracted,18,1302,249,307,289,3,15,746,815,1107,746
128,lazy-pathwise/contracted,19,1302,251,307,290,3,14,744,815,1108,744
128,lazy-pathwise/contracted,20,1302,1270,21,13,2,6,11,0,15,11
128,lazy-pathwise/contracted,21,1302,1268,23,16,3,4,11,0,19,11
128,lazy-pathwise/contracted,22,1302,1275,16,10,3,3,11,0,13,11
128,lazy-pathwise/contracted,23,1302,458,367,326,29,12,477,473,828,477
128,lazy-pathwise/contracted,24,1302,463,364,328,26,10,475,471,825,475
128,lazy-pathwise/contracted,25,1302,244,300,286,0,14,758,822,1108,758
128,lazy-pathwise/contracted,26,1302,244,300,286,0,14,758,823,1109,758
128,lazy-pathwise/contracted,27,1302,1260,30,23,1,6,12,0,24,12
128,lazy-pathwise/contracted,28,1302,1268,23,16,2,5,11,0,18,11
128,lazy-pathwise/contracted,29,1302,1267,21,14,3,4,14,1,18,14
128,lazy-pathwise/contracted,30,1302,1266,24,20,1,3,12,0,21,12
128,lazy-pathwise/contracted,31,1302,1222,60,47,2,11,20,9,58,20
128,lazy-pathwise/contracted,32,1302,1237,48,37,2,9,17,6,45,17
128,lazy-pathwise/contracted,33,1302,250,307,289,3,15,745,806,1098,745
128,lazy-pathwise/contracted,34,1302,251,306,288,4,14,745,805,1097,745
128,lazy-pathwise/contracted,35,1302,252,305,289,3,13,745,805,1097,745
128,lazy-pathwise/contracted,36,1302,1249,38,29,0,9,15,4,33,15
128,lazy-pathwise/contracted,37,1302,1258,28,19,2,7,16,4,25,16
128,lazy-pathwise/contracted,38,1302,1264,22,13,3,6,16,3,19,16
128,lazy-pathwise/contracted,39,1302,1268,20,11,5,4,14,1,17,14
128,lazy-pathwise/contracted,40,1302,1274,16,10,3,3,12,0,13,12
128,lazy-pathwise/contracted,41,1302,1216,47,36,4,7,39,26,66,39
128,lazy-pathwise/contracted,42,1302,1229,37,30,2,5,36,23,55,36
128,lazy-pathwise/contracted,43,1302,357,340,314,15,11,605,607,936,605
128,lazy-pathwise/contracted,44,1302,1264,23,16,3,4,15,1,20,15
128,lazy-pathwise/contracted,45,1302,1270,19,14,2,3,13,0,16,13
128,lazy-pathwise/contracted,46,1302,1263,25,16,3,6,14,3,22,14
128,lazy-pathwise/contracted,47,1302,1262,26,16,5,5,14,3,24,14
128,lazy-pathwise/contracted,48,1302,1277,14,10,1,3,11,0,11,11
128,lazy-pathwise/contracted,49,1302,838,325,307,9,9,139,133,449,139
128,lazy-pathwise/contracted,50,1302,846,319,303,9,7,137,132,444,137
128,lazy-pathwise/contracted,51,1302,1255,32,21,4,7,15,4,29,15
128,lazy-pathwise/contracted,52,1302,1261,29,21,2,6,12,2,25,12
128,lazy-pathwise/contracted,53,1302,1261,29,22,1,6,12,2,25,12
128,lazy-pathwise/contracted,54,1302,1274,16,7,5,4,12,0,12,12
128,lazy-pathwise/contracted,55,1302,245,299,286,0,13,758,831,1117,758
128,lazy-pathwise/contracted,56,1302,246,298,286,0,12,758,830,1116,758
128,lazy-pathwise/contracted,57,1302,247,298,287,0,11,757,818,1105,757
128,lazy-pathwise/contracted,58,1302,1265,26,20,0,6,11,2,22,11
128,lazy-pathwise/contracted,59,1302,1262,28,22,1,5,12,2,25,12
128,lazy-pathwise/contracted,60,1302,1270,19,10,4,5,13,2,16,13
128,lazy-pathwise/contracted,61,1302,1275,16,11,2,3,11,0,13,11
128,lazy-pathwise/contracted,62,1302,1247,38,28,4,6,17,3,35,17
128,lazy-pathwise/contracted,63,1302,1264,25,17,4,4,13,1,22,13
128,lazy-pathwise/contracted,64,1302,1275,17,10,4,3,10,0,14,10
128,lazy-pathwise/contracted,65,1302,1236,39,33,0,6,27,17,50,27
128,lazy-pathwise/contracted,66,1302,1246,28,22,2,4,28,16,40,28
128,lazy-pathwise/contracted,67,1302,1267,22,16,2,4,13,0,18,13
128,lazy-pathwise/contracted,68,1302,1268,20,11,6,3,14,0,17,14
128,lazy-pathwise/contracted,69,1302,1222,58,45,4,9,22,9,58,22
128,lazy-pathwise/contracted,70,1302,1229,52,40,5,7,21,8,53,21
128,lazy-pathwise/contracted,71,1302,1241,42,30,6,6,19,7,43,19
128,lazy-pathwise/contracted,72,1302,1257,30,21,5,4,15,4,30,15
128,lazy-pathwise/contracted,73,1302,1271,21,15,2,4,10,0,17,10
128,lazy-pathwise/contracted,74,1302,1182,85,67,5,13,35,28,100,35
128,lazy-pathwise/contracted,75,1302,1185,81,65,4,12,36,28,97,36
128,lazy-pathwise/contracted,76,1302,1187,81,62,8,11,34,27,97,34
128,lazy-pathwise/contracted,77,1302,1195,74,59,6,9,33,26,91,33
128,lazy-pathwise/contracted,78,1302,1199,69,54,7,8,34,27,88,34
128,lazy-pathwise/contracted,79,1302,1262,28,24,0,4,12,0,24,12
128,lazy-pathwise/contracted,80,1302,1209,67,51,7,9,26,16,74,26
128,lazy-pathwise/contracted,81,1302,1218,62,46,8,8,22,15,69,22
128,lazy-pathwise/contracted,82,1302,1269,21,12,4,5,12,1,17,12
128,lazy-pathwise/contracted,83,1302,1272,18,9,5,4,12,1,15,12
128,lazy-pathwise/contracted,84,1302,1277,13,7,3,3,12,0,10,12
128,lazy-pathwise/contracted,85,1302,1193,73,57,6,10,36,23,86,36
128,lazy-pathwise/contracted,86,1302,1215,55,43,4,8,32,18,65,32
128,lazy-pathwise/contracted,87,1302,1219,53,43,3,7,30,16,62,30
128,lazy-pathwise/contracted,88,1302,1219,55,47,2,6,28,15,64,28
128,lazy-pathwise/contracted,89,1302,1233,42,33,4,5,27,14,51,27
128,lazy-pathwise/contracted,90,1302,1206,67,47,6,14,29,15,68,29
128,lazy-pathwise/contracted,91,1302,1200,72,53,5,14,30,16,74,30
128,lazy-pathwise/contracted,92,1302,1207,64,49,3,12,31,14,66,31
128,lazy-pathwise/contracted,93,1302,1214,58,41,6,11,30,16,63,30
128,lazy-pathwise/contracted,94,1302,1126,95,77,8,10,81,58,143,81
128,lazy-pathwise/contracted,95,1302,749,203,185,1,17,350,314,500,350
128,lazy-pathwise/contracted,96,1302,750,202,185,1,16,350,314,500,350
128,lazy-pathwise/contracted,97,1302,751,201,185,1,15,350,315,501,350
128,lazy-pathwise/contracted,98,1302,751,201,187,0,14,350,316,503,350
128,lazy-pathwise/contracted,99,1302,752,200,188,0,12,350,316,504,350
128,lazy-pathwise/contracted,100,1302,1238,45,34,3,8,19,9,46,19
128,lazy-pathwise/contracted,101,1302,1237,46,36,2,8,19,9,47,19
128,lazy-pathwise/contracted,102,1302,1246,38,31,1,6,18,8,40,18
128,lazy-pathwise/contracted,103,1302,1247,43,32,4,7,12,5,41,12
128,lazy-pathwise/contracted,104,1302,1271,21,11,5,5,10,0,16,10
128,lazy-pathwise/contracted,105,1302,757,197,181,0,16,348,311,492,348
128,lazy-pathwise/contracted,106,1302,751,202,186,1,15,349,312,499,349
128,lazy-pathwise/contracted,107,1302,748,205,190,0,15,349,312,502,349
128,lazy-pathwise/contracted,108,1302,751,202,188,1,13,349,312,501,349
128,lazy-pathwise/contracted,109,1302,1109,138,123,4,11,55,59,186,55
128,lazy-pathwise/contracted,110,1302,1126,123,109,5,9,53,57,171,53
128,lazy-pathwise/contracted,111,1302,1198,71,57,4,10,33,23,84,33
128,lazy-pathwise/contracted,112,1302,1202,68,56,3,9,32,22,81,32
128,lazy-pathwise/contracted,113,1302,1207,65,53,4,8,30,21,78,30
128,lazy-pathwise/contracted,114,1302,1206,70,58,2,10,26,14,74,26
128,lazy-pathwise/contracted,115,1302,1218,58,46,3,9,26,15,64,26
128,lazy-pathwise/contracted,116,1302,1228,50,40,3,7,24,13,56,24
128,lazy-pathwise/contracted,117,1302,1227,52,42,4,6,23,12,58,23
128,lazy-pathwise/contracted,118,1302,1253,29,24,1,4,20,9,34,20
128,lazy-pathwise/contracted,119,1302,1267,24,18,2,4,11,0,20,11
128,lazy-pathwise/contracted,120,1302,1200,64,58,0,6,38,27,85,38
128,lazy-pathwise/contracted,121,1302,1205,60,54,1,5,37,26,81,37
128,lazy-pathwise/contracted,122,1302,1204,60,53,1,6,38,27,81,38
128,lazy-pathwise/contracted,123,1302,1262,29,19,3,7,11,4,26,11
128,lazy-pathwise/contracted,124,1302,1255,34,24,4,6,13,4,32,13
128,lazy-pathwise/contracted,125,1302,1277,16,12,0,4,9,0,12,9
128,lazy-pathwise/contracted,126,1302,1259,34,29,1,4,9,1,31,9
128,lazy-pathwise/contracted,127,1302,1277,17,13,1,3,8,0,14,8
128,lazy-pathwise/contracted,128,1302,1285,9,5,2,2,8,0,7,8
128,lazy-pathwise/independent-gaps,2,1334,1307,14,11,1,2,13,0,12,13
128,lazy-pathwise/independent-gaps,3,1334,1307,14,7,4,3,13,0,11,13
128,lazy-pathwise/independent-gaps,4,1334,1294,23,17,2,4,17,4,23,17
128,lazy-pathwise/independent-gaps,5,1334,1294,23,16,3,4,17,5,24,17
128,lazy-pathwise/independent-gaps,6,1334,1298,25,19,1,5,11,2,22,11
128,lazy-pathwise/independent-gaps,7,1334,1305,18,12,3,3,11,0,15,11
128,lazy-pathwise/independent-gaps,8,1334,1305,15,11,2,2,14,0,13,14
128,lazy-pathwise/independent-gaps,9,1334,1223,75,66,0,9,36,25,91,36
128,lazy-pathwise/independent-gaps,10,1334,1307,15,7,6,2,12,0,13,12
128,lazy-pathwise/independent-gaps,11,1334,1301,20,13,5,2,13,1,19,13
128,lazy-pathwise/independent-gaps,12,1334,1306,16,9,4,3,12,0,13,12
128,lazy-pathwise/independent-gaps,13,1334,1225,58,51,1,6,51,39,91,51
128,lazy-pathwise/independent-gaps,14,1334,1226,57,51,0,6,51,39,90,51
128,lazy-pathwise/independent-gaps,15,1334,1226,56,50,2,4,52,39,91,52
128,lazy-pathwise/independent-gaps,16,1334,1226,56,53,1,2,52,39,93,52
128,lazy-pathwise/independent-gaps,17,1334,1256,51,46,1,4,27,23,70,27
128,lazy-pathwise/independent-gaps,18,1334,1291,24,19,1,4,19,8,28,19
128,lazy-pathwise/independent-gaps,19,1334,1296,25,21,1,3,13,0,22,13
128,lazy-pathwise/independent-gaps,20,1334,1308,15,8,5,2,11,0,13,11
128,lazy-pathwise/independent-gaps,21,1334,1301,23,19,1,3,10,0,20,10
128,lazy-pathwise/independent-gaps,22,1334,1314,11,9,0,2,9,0,9,9
128,lazy-pathwise/independent-gaps,23,1334,350,376,363,3,10,608,603,969,608
128,lazy-pathwise/independent-gaps,24,1334,1304,17,13,2,2,13,0,15,13
128,lazy-pathwise/independent-gaps,25,1334,1287,31,22,5,4,16,2,29,16
128,lazy-pathwise/independent-gaps,26,1334,1309,12,8,2,2,13,0,10,13
128,lazy-pathwise/independent-gaps,27,1334,1306,17,12,2,3,11,0,14,11
128,lazy-pathwise/independent-gaps,28,1334,744,198,186,1,11,392,393,580,392
128,lazy-pathwise/independent-gaps,29,1334,745,197,188,0,9,392,391,579,392
128,lazy-pathwise/independent-gaps,30,1334,350,378,361,6,11,606,599,966,606
128,lazy-pathwise/independent-gaps,31,1334,1289,27,16,5,6,18,3,24,18
128,lazy-pathwise/independent-gaps,32,1334,1305,15,8,5,2,14,0,13,14
128,lazy-pathwise/independent-gaps,33,1334,350,376,363,3,10,608,599,965,608
128,lazy-pathwise/independent-gaps,34,1334,1304,17,11,4,2,13,0,15,13
128,lazy-pathwise/independent-gaps,35,1334,1069,107,96,2,9,158,140,238,158
128,lazy-pathwise/independent-gaps,36,1334,1285,33,25,2,6,16,4,31,16
128,lazy-pathwise/independent-gaps,37,1334,1288,30,20,5,5,16,4,29,16
128,lazy-pathwise/independent-gaps,38,1334,1302,18,11,5,2,14,0,16,14
128,lazy-pathwise/independent-gaps,39,1334,1203,66,57,4,5,65,52,113,65
128,lazy-pathwise/independent-gaps,40,1334,1299,19,12,4,3,16,0,16,16
128,lazy-pathwise/independent-gaps,41,1334,1304,16,8,6,2,14,0,14,14
128,lazy-pathwise/independent-gaps,42,1334,745,197,186,1,10,392,384,571,392
128,lazy-pathwise/independent-gaps,43,1334,1296,24,16,4,4,14,2,22,14
128,lazy-pathwise/independent-gaps,44,1334,1301,19,12,4,3,14,1,17,14
128,lazy-pathwise/independent-gaps,45,1334,1293,24,17,2,5,17,3,22,17
128,lazy-pathwise/independent-gaps,46,1334,1292,21,13,4,4,21,7,24,21
128,lazy-pathwise/independent-gaps,47,1334,1293,20,15,3,2,21,7,25,21
128,lazy-pathwise/independent-gaps,48,1334,1278,30,24,3,3,26,15,42,26
128,lazy-pathwise/independent-gaps,49,1334,960,158,149,1,8,216,186,336,216
128,lazy-pathwise/independent-gaps,50,1334,1305,16,10,4,2,13,0,14,13
128,lazy-pathwise/independent-gaps,51,1334,1306,15,6,6,3,13,0,12,13
128,lazy-pathwise/independent-gaps,52,1334,1297,21,14,3,4,16,3,20,16
128,lazy-pathwise/independent-gaps,53,1334,1298,20,15,3,2,16,3,21,16
128,lazy-pathwise/independent-gaps,54,1334,340,336,326,1,9,658,641,968,658
128,lazy-pathwise/independent-gaps,55,1334,1311,12,6,4,2,11,0,10,11
128,lazy-pathwise/independent-gaps,56,1334,1300,21,13,3,5,13,2,18,13
128,lazy-pathwise/independent-gaps,57,1334,1263,49,40,3,6,22,7,50,22
128,lazy-pathwise/independent-gaps,58,1334,1260,50,45,0,5,24,7,52,24
128,lazy-pathwise/independent-gaps,59,1334,1265,47,41,2,4,22,7,50,22
128,lazy-pathwise/independent-gaps,60,1334,1313,11,7,2,2,10,0,9,10
128,lazy-pathwise/independent-gaps,61,1334,1309,14,10,2,2,11,1,13,11
128,lazy-pathwise/independent-gaps,62,1334,868,353,337,5,11,113,102,444,113
128,lazy-pathwise/independent-gaps,63,1334,1304,16,7,6,3,14,0,13,14
128,lazy-pathwise/independent-gaps,64,1334,1314,10,7,1,2,10,0,8,10
128,lazy-pathwise/independent-gaps,65,1334,1288,25,23,0,2,21,3,26,21
128,lazy-pathwise/independent-gaps,66,1334,1287,30,24,2,4,17,6,32,17
128,lazy-pathwise/independent-gaps,67,1334,1301,21,14,4,3,12,0,18,12
128,lazy-pathwise/independent-gaps,68,1334,1305,16,8,6,2,13,0,14,13
128,lazy-pathwise/independent-gaps,69,1334,1273,35,31,2,2,26,14,47,26
128,lazy-pathwise/independent-gaps,70,1334,537,312,301,3,8,485,523,827,485
128,lazy-pathwise/independent-gaps,71,1334,1260,45,39,1,5,29,19,59,29
128,lazy-pathwise/independent-gaps,72,1334,1264,43,34,4,5,27,17,55,27
128,lazy-pathwise/independent-gaps,73,1334,1310,14,10,2,2,10,0,12,10
128,lazy-pathwise/independent-gaps,74,1334,331,298,289,0,9,705,734,1023,705
128,lazy-pathwise/independent-gaps,75,1334,1298,21,14,3,4,15,4,21,15
128,lazy-pathwise/independent-gaps,76,1334,1292,27,24,1,2,15,4,29,15
128,lazy-pathwise/independent-gaps,77,1334,335,295,290,0,5,704,733,1023,704
128,lazy-pathwise/independent-gaps,78,1334,1302,18,12,2,4,14,4,18,14
128,lazy-pathwise/independent-gaps,79,1334,1278,38,36,0,2,18,0,36,18
128,lazy-pathwise/independent-gaps,80,1334,1289,26,20,2,4,19,8,30,19
128,lazy-pathwise/independent-gaps,81,1334,1292,23,18,1,4,19,8,27,19
128,lazy-pathwise/independent-gaps,82,1334,1259,39,30,1,8,36,26,57,36
128,lazy-pathwise/independent-gaps,83,1334,1260,39,31,1,7,35,25,57,35
128,lazy-pathwise/independent-gaps,84,1334,941,126,115,1,10,267,273,389,267
128,lazy-pathwise/independent-gaps,85,1334,1297,23,17,1,5,14,5,23,14
128,lazy-pathwise/independent-gaps,86,1334,941,127,117,0,10,266,274,391,266
128,lazy-pathwise/independent-gaps,87,1334,943,124,115,1,8,267,273,389,267
128,lazy-pathwise/independent-gaps,88,1334,326,303,294,0,9,705,721,1015,705
128,lazy-pathwise/independent-gaps,89,1334,1307,16,10,3,3,11,0,13,11
128,lazy-pathwise/independent-gaps,90,1334,1307,14,6,4,4,13,3,13,13
128,lazy-pathwise/independent-gaps,91,1334,1307,13,10,1,2,14,4,15,14
128,lazy-pathwise/independent-gaps,92,1334,943,125,117,0,8,266,269,386,266
128,lazy-pathwise/independent-gaps,93,1334,1140,61,51,2,8,133,117,170,133
128,lazy-pathwise/independent-gaps,94,1334,317,328,317,0,11,689,707,1024,689
128,lazy-pathwise/independent-gaps,95,1334,319,326,317,0,9,689,707,1024,689
128,lazy-pathwise/independent-gaps,96,1334,316,333,321,0,12,685,700,1021,685
128,lazy-pathwise/independent-gaps,97,1334,317,332,321,0,11,685,700,1021,685
128,lazy-pathwise/independent-gaps,98,1334,318,331,321,0,10,685,699,1020,685
128,lazy-pathwise/independent-gaps,99,1334,1294,23,14,5,4,17,3,22,17
128,lazy-pathwise/independent-gaps,100,1334,1308,13,6,5,2,13,0,11,13
128,lazy-pathwise/independent-gaps,101,1334,1299,20,14,4,2,15,1,19,15
128,lazy-pathwise/independent-gaps,102,1334,983,128,116,0,12,223,200,316,223
128,lazy-pathwise/independent-gaps,103,1334,1284,31,22,5,4,19,4,31,19
128,lazy-pathwise/independent-gaps,104,1334,1304,18,12,4,2,12,0,16,12
128,lazy-pathwise/independent-gaps,105,1334,1295,30,27,0,3,9,0,27,9
128,lazy-pathwise/independent-gaps,106,1334,1023,134,117,8,9,177,144,269,177
128,lazy-pathwise/independent-gaps,107,1334,1023,134,119,8,7,177,144,271,177
128,lazy-pathwise/independent-gaps,108,1334,1292,28,22,3,3,14,1,26,14
128,lazy-pathwise/independent-gaps,109,1334,1306,17,10,4,3,11,0,14,11
128,lazy-pathwise/independent-gaps,110,1334,986,121,109,1,11,227,217,327,227
128,lazy-pathwise/independent-gaps,111,1334,988,119,109,1,9,227,215,325,227
128,lazy-pathwise/independent-gaps,112,1334,1295,21,12,5,4,18,4,21,18
128,lazy-pathwise/independent-gaps,113,1334,1293,22,11,6,5,19,3,20,19
128,lazy-pathwise/independent-gaps,114,1334,1291,27,24,1,2,16,0,25,16
128,lazy-pathwise/independent-gaps,115,1334,1305,15,7,6,2,14,0,13,14
128,lazy-pathwise/independent-gaps,116,1334,989,118,113,0,5,227,213,326,227
128,lazy-pathwise/independent-gaps,117,1334,1086,80,75,1,4,168,148,224,168
128,lazy-pathwise/independent-gaps,118,1334,947,132,125,0,7,255,253,378,255
128,lazy-pathwise/independent-gaps,119,1334,1310,14,9,3,2,10,0,12,10
128,lazy-pathwise/independent-gaps,120,1334,1255,49,42,2,5,30,21,65,30
128,lazy-pathwise/independent-gaps,121,1334,1260,46,38,2,6,28,21,61,28
128,lazy-pathwise/independent-gaps,122,1334,1298,25,19,2,4,11,0,21,11
128,lazy-pathwise/independent-gaps,123,1334,1309,13,8,1,4,12,4,13,12
128,lazy-pathwise/independent-gaps,124,1334,1301,19,16,1,2,14,4,21,14
128,lazy-pathwise/independent-gaps,125,1334,1298,21,16,1,4,15,5,22,15
128,lazy-pathwise/independent-gaps,126,1334,1299,25,21,0,4,10,0,21,10
128,lazy-pathwise/independent-gaps,127,1334,1311,13,9,2,2,10,0,11,10
128,lazy-pathwise/independent-gaps,128,1334,1313,11,6,3,2,10,0,9,10
